Owner Gaia Id,Item Id,Conference Id,Item Type,Meeting Code,Event Id,Thread Id,Inbox Id,Call Direction,Start Time,End Time,Duration,Direct Call Result,Participation State,Call Counterparts,Meeting Media Type,Start Time (IST),Start Time Date Shifted,End Time (IST),End Time Date Shifted
100000000001,3872dda5-c4f3-453b-ae48-bf7cd6d7b716,conf_2f710b60224641a3a3ed4fce666ddbc5,meet:meeting,arch-forum-live,,thread_3872dda5-c4f3-453b-ae48-bf7cd6d7b716,meet,,2024-05-14 15:13:01 UTC,2024-05-14 15:44:32 UTC,0:31:31,,PARTICIPATED,,,2024-05-14 20:43:01 IST,False,2024-05-14 21:14:32 IST,False
100000000001,a538f9fc-969d-4cb9-9788-a922bcd013ba,conf_bca4c21ad56f433da287140c5b2701b2,meet:meeting,abc-defg-hij,,thread_a538f9fc-969d-4cb9-9788-a922bcd013ba,meet,,2024-05-19 17:16:42 UTC,2024-05-19 17:43:47 UTC,0:27:05,,PARTICIPATED,,,2024-05-19 22:46:42 IST,False,2024-05-19 23:13:47 IST,False
100000000001,87a1fd8e-4333-4470-ad64-0d077015dce9,conf_3bf0ca451654437ab2b9b5e7ee045cca,meet:meeting,rst-uvwx-yza,,thread_87a1fd8e-4333-4470-ad64-0d077015dce9,meet,,2024-05-29 16:30:19 UTC,2024-05-29 17:46:10 UTC,1:15:51,,PARTICIPATED,,,2024-05-29 22:00:19 IST,False,2024-05-29 23:16:10 IST,False
100000000001,a5da5c7f-7b74-4686-869e-ecb1c19dc8ef,conf_c7b7028d33e14e458c6568ea82b5ca8e,meet:meeting,eng-review-core,,thread_a5da5c7f-7b74-4686-869e-ecb1c19dc8ef,meet,,2024-06-07 16:21:23 UTC,2024-06-07 16:41:31 UTC,0:20:08,,PARTICIPATED,,,2024-06-07 21:51:23 IST,False,2024-06-07 22:11:31 IST,False
100000000001,5ac83d43-bd45-43a8-a1c1-3345533ea006,conf_a7a469e4dc8c4a269e9db3b1637178e4,meet:meeting,rst-uvwx-yza,,thread_5ac83d43-bd45-43a8-a1c1-3345533ea006,meet,,2024-06-17 20:44:43 UTC,2024-06-17 21:14:41 UTC,0:29:58,,PARTICIPATED,,,2024-06-18 02:14:43 IST,False,2024-06-18 02:44:41 IST,False
100000000001,0b156cf7-9810-4ceb-bf09-cd7dbc8a865e,conf_5ca877b7ce1b4785b14d38c1a3585053,meet:meeting,abc-defg-hij,,thread_0b156cf7-9810-4ceb-bf09-cd7dbc8a865e,meet,,2024-06-25 14:35:38 UTC,2024-06-25 15:24:12 UTC,0:48:34,,PARTICIPATED,,,2024-06-25 20:05:38 IST,False,2024-06-25 20:54:12 IST,False
100000000001,82a0bf55-fcbd-47e4-8a7b-660cc761a167,conf_afc01a31a72941ff8d6e91fbdc3b1f06,meet:meeting,abc-defg-hij,,thread_82a0bf55-fcbd-47e4-8a7b-660cc761a167,meet,,2024-07-05 21:42:10 UTC,2024-07-05 23:08:52 UTC,1:26:42,,PARTICIPATED,,,2024-07-06 03:12:10 IST,False,2024-07-06 04:38:52 IST,False
100000000001,6c5fe8e9-e675-415e-bf6b-a40b72be52d9,conf_ecb96663cc014d7aa07ed99c0f8297d6,meet:meeting,kmn-prqt-wxy,,thread_6c5fe8e9-e675-415e-bf6b-a40b72be52d9,meet,,2024-07-15 17:16:30 UTC,2024-07-15 17:42:13 UTC,0:25:43,,PARTICIPATED,,,2024-07-15 22:46:30 IST,False,2024-07-15 23:12:13 IST,False
100000000001,5682e25a-05ed-49fb-9a89-fd2ddf49da01,conf_b887febb34ca43869110727974304327,meet:meeting,arch-forum-live,,thread_5682e25a-05ed-49fb-9a89-fd2ddf49da01,meet,,2024-07-22 17:05:03 UTC,2024-07-22 18:29:26 UTC,1:24:23,,PARTICIPATED,,,2024-07-22 22:35:03 IST,False,2024-07-22 23:59:26 IST,False
100000000001,317360bd-b004-4e61-84ea-adca918dd528,conf_cb3837f7e6ca417192be9038cab5e42d,meet:meeting,rst-uvwx-yza,,thread_317360bd-b004-4e61-84ea-adca918dd528,meet,,2024-08-01 21:36:56 UTC,2024-08-01 22:23:36 UTC,0:46:40,,PARTICIPATED,,,2024-08-02 03:06:56 IST,False,2024-08-02 03:53:36 IST,False
100000000001,634e066d-6aa7-4d0e-941a-4304682a7ebd,conf_1f35b4ecbbfc4e34990f4dea0ef45858,meet:meeting,kmn-prqt-wxy,,thread_634e066d-6aa7-4d0e-941a-4304682a7ebd,meet,,2024-08-08 18:04:40 UTC,2024-08-08 18:22:45 UTC,0:18:05,,PARTICIPATED,,,2024-08-08 23:34:40 IST,False,2024-08-08 23:52:45 IST,False
100000000001,a0b7b3f3-1159-427a-a282-21c5a7d67ea2,conf_8cc061d073774229b48a20174501caeb,meet:meeting,eng-review-core,,thread_a0b7b3f3-1159-427a-a282-21c5a7d67ea2,meet,,2024-08-18 15:13:35 UTC,2024-08-18 15:34:06 UTC,0:20:31,,PARTICIPATED,,,2024-08-18 20:43:35 IST,False,2024-08-18 21:04:06 IST,False
100000000001,d803ed00-623b-4846-b456-175f2ab37dd3,conf_c44b424513df47d99d6e43b0bb0d1d60,meet:meeting,dev-sync-team,,thread_d803ed00-623b-4846-b456-175f2ab37dd3,meet,,2024-08-22 21:04:57 UTC,2024-08-22 21:35:15 UTC,0:30:18,,PARTICIPATED,,,2024-08-23 02:34:57 IST,False,2024-08-23 03:05:15 IST,False
100000000001,74558ecd-1d4d-479f-a64b-3c2ec6949edc,conf_eddb0386723f4bf6b58829648ed80d60,meet:meeting,tcj-dshy-pxs,,thread_74558ecd-1d4d-479f-a64b-3c2ec6949edc,meet,,2024-08-27 19:14:02 UTC,2024-08-27 20:11:14 UTC,0:57:12,,PARTICIPATED,,,2024-08-28 00:44:02 IST,False,2024-08-28 01:41:14 IST,False
100000000001,f968df39-7537-4ee0-84de-2de701a4537a,conf_e4a7626a52f342c0bb80d1c911e17243,meet:meeting,vws-klmn-opq,,thread_f968df39-7537-4ee0-84de-2de701a4537a,meet,,2024-09-05 15:06:33 UTC,2024-09-05 15:37:58 UTC,0:31:25,,PARTICIPATED,,,2024-09-05 20:36:33 IST,False,2024-09-05 21:07:58 IST,False
100000000001,0bf44dc3-fe72-43f3-bcc7-81e9a9dbde7e,conf_aa3299f35f284d16a767665c6c109e64,meet:meeting,tcj-dshy-pxs,,thread_0bf44dc3-fe72-43f3-bcc7-81e9a9dbde7e,meet,,2024-09-09 16:42:13 UTC,2024-09-09 17:16:12 UTC,0:33:59,,PARTICIPATED,,,2024-09-09 22:12:13 IST,False,2024-09-09 22:46:12 IST,False
100000000001,0751bef7-fffb-40af-97f4-35c94c6cee11,conf_c0d6edd4d20c444787dbca8d52c5b022,meet:meeting,design-critique-hub,,thread_0751bef7-fffb-40af-97f4-35c94c6cee11,meet,,2024-09-15 20:00:15 UTC,2024-09-15 21:15:07 UTC,1:14:52,,PARTICIPATED,,,2024-09-16 01:30:15 IST,False,2024-09-16 02:45:07 IST,False
100000000001,919029b6-b0f1-40a3-a561-dd4514b64b67,conf_f94e0fa4e07744ea9a01fb4415d3bdad,meet:meeting,kmn-prqt-wxy,,thread_919029b6-b0f1-40a3-a561-dd4514b64b67,meet,,2024-09-19 15:29:15 UTC,2024-09-19 16:36:05 UTC,1:06:50,,PARTICIPATED,,,2024-09-19 20:59:15 IST,False,2024-09-19 22:06:05 IST,False
100000000001,ac1f0cb4-be8e-4708-a412-56f0bda417e8,conf_c0582a4c11c04b1189b3a296b63b42a4,meet:meeting,kmn-prqt-wxy,,thread_ac1f0cb4-be8e-4708-a412-56f0bda417e8,meet,,2024-09-28 15:20:38 UTC,2024-09-28 16:22:36 UTC,1:01:58,,PARTICIPATED,,,2024-09-28 20:50:38 IST,False,2024-09-28 21:52:36 IST,False
100000000001,bfe6ee81-f541-480d-93e6-12f0cf65d070,conf_f52766581ba540299fffea2c19f98c7a,meet:meeting,vws-klmn-opq,,thread_bfe6ee81-f541-480d-93e6-12f0cf65d070,meet,,2024-10-02 20:32:33 UTC,2024-10-02 21:58:46 UTC,1:26:13,,PARTICIPATED,,,2024-10-03 02:02:33 IST,False,2024-10-03 03:28:46 IST,False
100000000001,13e862f6-3b90-4c01-85c2-2eac219aa89d,conf_ff0e4eb79ff24b979efcaf9c02c7c493,meet:meeting,tcj-dshy-pxs,,thread_13e862f6-3b90-4c01-85c2-2eac219aa89d,meet,,2024-10-07 18:10:06 UTC,2024-10-07 19:01:31 UTC,0:51:25,,PARTICIPATED,,,2024-10-07 23:40:06 IST,False,2024-10-08 00:31:31 IST,False
100000000001,79af6c8f-8ef8-4af5-96cb-05668f39b299,conf_1193193949b94c5999400061bb2b5feb,meet:meeting,design-critique-hub,,thread_79af6c8f-8ef8-4af5-96cb-05668f39b299,meet,,2024-10-13 15:07:10 UTC,2024-10-13 15:24:56 UTC,0:17:46,,PARTICIPATED,,,2024-10-13 20:37:10 IST,False,2024-10-13 20:54:56 IST,False
100000000001,4433170b-676c-4b50-862b-7a09fa368db6,conf_7f8304a5045a40d0be8b8ee729d1b5b0,meet:meeting,dev-sync-team,,thread_4433170b-676c-4b50-862b-7a09fa368db6,meet,,2024-10-20 20:24:10 UTC,2024-10-20 21:12:44 UTC,0:48:34,,PARTICIPATED,,,2024-10-21 01:54:10 IST,False,2024-10-21 02:42:44 IST,False
100000000001,6cb019a3-6e03-4ff2-aa30-3633c0d10137,conf_7089b08628664a8bbdab9d716d9861dc,meet:meeting,kmn-prqt-wxy,,thread_6cb019a3-6e03-4ff2-aa30-3633c0d10137,meet,,2024-10-26 14:16:37 UTC,2024-10-26 14:59:17 UTC,0:42:40,,PARTICIPATED,,,2024-10-26 19:46:37 IST,False,2024-10-26 20:29:17 IST,False
100000000001,ae683634-0868-4945-a824-6df945ef6be8,conf_2fa9fc5c40de4063977634982041ac1c,meet:meeting,dev-sync-team,,thread_ae683634-0868-4945-a824-6df945ef6be8,meet,,2024-11-03 17:00:11 UTC,2024-11-03 17:24:25 UTC,0:24:14,,PARTICIPATED,,,2024-11-03 22:30:11 IST,False,2024-11-03 22:54:25 IST,False
100000000001,4142eab5-0e1c-47f1-b846-0389e69adec8,conf_d3194df9f8a24bf18ab842957a7e7d05,meet:meeting,design-critique-hub,,thread_4142eab5-0e1c-47f1-b846-0389e69adec8,meet,,2024-11-09 17:42:51 UTC,2024-11-09 18:20:19 UTC,0:37:28,,PARTICIPATED,,,2024-11-09 23:12:51 IST,False,2024-11-09 23:50:19 IST,False
100000000001,05490f46-d961-4c46-8938-437abcfc5d29,conf_13478a30c35d4f1fba4b45afffcdc28b,meet:meeting,abc-defg-hij,,thread_05490f46-d961-4c46-8938-437abcfc5d29,meet,,2024-11-14 17:22:10 UTC,2024-11-14 18:50:33 UTC,1:28:23,,PARTICIPATED,,,2024-11-14 22:52:10 IST,False,2024-11-15 00:20:33 IST,False
100000000001,bc069836-7ba5-4831-bdf7-bd914c78975c,conf_c9126c9aa4d94efc87d36a31d8053a60,meet:meeting,abc-defg-hij,,thread_bc069836-7ba5-4831-bdf7-bd914c78975c,meet,,2024-11-23 21:24:39 UTC,2024-11-23 22:33:36 UTC,1:08:57,,PARTICIPATED,,,2024-11-24 02:54:39 IST,False,2024-11-24 04:03:36 IST,False
100000000001,e4baa87b-44fc-4e75-b879-b6eae2ae260b,conf_768750468b584057859f55837fd6fe78,meet:meeting,dev-sync-team,,thread_e4baa87b-44fc-4e75-b879-b6eae2ae260b,meet,,2024-12-01 21:01:08 UTC,2024-12-01 22:09:23 UTC,1:08:15,,PARTICIPATED,,,2024-12-02 02:31:08 IST,False,2024-12-02 03:39:23 IST,False
100000000001,b052740d-8dbb-4958-b8d3-645837bf0236,conf_e58d894a2d724a179f3d1f220122bdfe,meet:meeting,rst-uvwx-yza,,thread_b052740d-8dbb-4958-b8d3-645837bf0236,meet,,2024-12-07 21:02:15 UTC,2024-12-07 22:10:33 UTC,1:08:18,,PARTICIPATED,,,2024-12-08 02:32:15 IST,False,2024-12-08 03:40:33 IST,False
100000000001,e476e050-076a-4fde-8f7b-d45575dd7634,conf_f1e6446d87d542ae9408c2dc18546833,meet:meeting,eng-review-core,,thread_e476e050-076a-4fde-8f7b-d45575dd7634,meet,,2024-12-11 21:31:39 UTC,2024-12-11 22:38:08 UTC,1:06:29,,PARTICIPATED,,,2024-12-12 03:01:39 IST,False,2024-12-12 04:08:08 IST,False
100000000001,9534f318-eba4-4878-9c2a-67d67b465ecc,conf_0ba62696cb5c4e62921e9e650799e802,meet:meeting,design-critique-hub,,thread_9534f318-eba4-4878-9c2a-67d67b465ecc,meet,,2024-12-18 14:16:23 UTC,2024-12-18 14:51:43 UTC,0:35:20,,PARTICIPATED,,,2024-12-18 19:46:23 IST,False,2024-12-18 20:21:43 IST,False
100000000001,f38bd77a-9185-4fbf-b4ee-81d3208059fb,conf_029117411acf4b939f8f39e1c197b949,meet:meeting,eng-review-core,,thread_f38bd77a-9185-4fbf-b4ee-81d3208059fb,meet,,2024-12-25 18:40:45 UTC,2024-12-25 19:29:25 UTC,0:48:40,,PARTICIPATED,,,2024-12-26 00:10:45 IST,False,2024-12-26 00:59:25 IST,False
100000000001,66cf1462-3f88-4d17-862d-683b581dbfd3,conf_9114338b84aa4e64bf92543dc0855940,meet:meeting,dev-sync-team,,thread_66cf1462-3f88-4d17-862d-683b581dbfd3,meet,,2024-12-29 17:25:29 UTC,2024-12-29 17:47:40 UTC,0:22:11,,PARTICIPATED,,,2024-12-29 22:55:29 IST,False,2024-12-29 23:17:40 IST,False
100000000001,13061ee2-8978-4fdc-af28-87333790d399,conf_1cb095633f894ca888ea91bbafb51955,meet:meeting,arch-forum-live,,thread_13061ee2-8978-4fdc-af28-87333790d399,meet,,2025-01-03 18:07:03 UTC,2025-01-03 18:42:42 UTC,0:35:39,,PARTICIPATED,,,2025-01-03 23:37:03 IST,False,2025-01-04 00:12:42 IST,False
100000000001,7dd5cd7f-4eaf-4fb8-b8c4-b85dd99997d9,conf_03ffa570813c43f79a85c3a03a520f83,meet:meeting,abc-defg-hij,,thread_7dd5cd7f-4eaf-4fb8-b8c4-b85dd99997d9,meet,,2025-01-11 19:45:22 UTC,2025-01-11 20:32:02 UTC,0:46:40,,PARTICIPATED,,,2025-01-12 01:15:22 IST,False,2025-01-12 02:02:02 IST,False
100000000001,59680465-8bf2-4250-a307-d54ff8c97bf9,conf_2ec6066930354c0eaea1322d097ee326,meet:meeting,arch-forum-live,,thread_59680465-8bf2-4250-a307-d54ff8c97bf9,meet,,2025-01-17 19:34:22 UTC,2025-01-17 20:50:04 UTC,1:15:42,,PARTICIPATED,,,2025-01-18 01:04:22 IST,False,2025-01-18 02:20:04 IST,False
100000000001,3633c35b-ee69-4d8a-bc1a-b6937b7e16aa,conf_51ac8df4a7674eda89cf09fa3d6f881b,meet:meeting,tcj-dshy-pxs,,thread_3633c35b-ee69-4d8a-bc1a-b6937b7e16aa,meet,,2025-01-23 18:28:07 UTC,2025-01-23 19:53:33 UTC,1:25:26,,PARTICIPATED,,,2025-01-23 23:58:07 IST,False,2025-01-24 01:23:33 IST,False
100000000001,2679a8ea-22bb-45b0-8d93-27a2eb7990a7,conf_7820e63a460e4d549d6ccef58b0bbb3a,meet:meeting,eng-review-core,,thread_2679a8ea-22bb-45b0-8d93-27a2eb7990a7,meet,,2025-01-31 14:16:26 UTC,2025-01-31 15:27:26 UTC,1:11:00,,PARTICIPATED,,,2025-01-31 19:46:26 IST,False,2025-01-31 20:57:26 IST,False
100000000001,b9fdd704-f174-4e44-b5ea-4fa8566d6564,conf_49b13c07f3f3476f9cf2b4facd3bca80,meet:meeting,vws-klmn-opq,,thread_b9fdd704-f174-4e44-b5ea-4fa8566d6564,meet,,2025-02-05 14:06:17 UTC,2025-02-05 15:18:05 UTC,1:11:48,,PARTICIPATED,,,2025-02-05 19:36:17 IST,False,2025-02-05 20:48:05 IST,False
100000000001,043095d4-c899-42f1-8a3e-68194f8dd0c1,conf_6b68432ccd4e409394f6a017b9946e2f,meet:meeting,eng-review-core,,thread_043095d4-c899-42f1-8a3e-68194f8dd0c1,meet,,2025-02-12 19:42:09 UTC,2025-02-12 20:41:23 UTC,0:59:14,,PARTICIPATED,,,2025-02-13 01:12:09 IST,False,2025-02-13 02:11:23 IST,False
100000000001,9e000657-dc51-4537-b046-01bde0669269,conf_51774dc199904053a528740c0124a5ba,meet:meeting,rst-uvwx-yza,,thread_9e000657-dc51-4537-b046-01bde0669269,meet,,2025-02-17 16:17:30 UTC,2025-02-17 17:05:44 UTC,0:48:14,,PARTICIPATED,,,2025-02-17 21:47:30 IST,False,2025-02-17 22:35:44 IST,False
100000000001,623788a3-ff29-4ca7-8d4c-f1c0c56603b0,conf_fdfd8aa8388f42db91aee66233a0b91e,meet:meeting,tcj-dshy-pxs,,thread_623788a3-ff29-4ca7-8d4c-f1c0c56603b0,meet,,2025-02-23 16:25:54 UTC,2025-02-23 17:15:29 UTC,0:49:35,,PARTICIPATED,,,2025-02-23 21:55:54 IST,False,2025-02-23 22:45:29 IST,False
100000000001,cc56b158-d3fa-48f2-8e82-6c115dfcc68a,conf_3fedb61c1e224c588c621e08357799c0,meet:meeting,eng-review-core,,thread_cc56b158-d3fa-48f2-8e82-6c115dfcc68a,meet,,2025-02-27 20:31:16 UTC,2025-02-27 20:54:45 UTC,0:23:29,,PARTICIPATED,,,2025-02-28 02:01:16 IST,False,2025-02-28 02:24:45 IST,False
100000000001,f653a28c-c8f8-4a54-a16e-9b7e16632d43,conf_afe61543148b46a49221b0e8498fe2e8,meet:meeting,eng-review-core,,thread_f653a28c-c8f8-4a54-a16e-9b7e16632d43,meet,,2025-03-03 20:14:25 UTC,2025-03-03 21:42:58 UTC,1:28:33,,PARTICIPATED,,,2025-03-04 01:44:25 IST,False,2025-03-04 03:12:58 IST,False
100000000001,c1f64145-7412-4667-adc1-80c75dd44824,conf_36a44e5093964ea1a6ec86e9d0f39bf3,meet:meeting,eng-review-core,,thread_c1f64145-7412-4667-adc1-80c75dd44824,meet,,2025-03-13 15:17:07 UTC,2025-03-13 16:16:38 UTC,0:59:31,,PARTICIPATED,,,2025-03-13 20:47:07 IST,False,2025-03-13 21:46:38 IST,False
100000000001,327cf982-d869-44b4-ba0a-ccdb5a4fe81f,conf_cf41018d351b46629ee789daeacb48cb,meet:meeting,eng-review-core,,thread_327cf982-d869-44b4-ba0a-ccdb5a4fe81f,meet,,2025-03-19 21:21:49 UTC,2025-03-19 21:52:07 UTC,0:30:18,,PARTICIPATED,,,2025-03-20 02:51:49 IST,False,2025-03-20 03:22:07 IST,False
100000000001,dce3e7e3-7485-4ef2-9ce9-b014c8b52424,conf_bbb7b6b334c145c685496244a10c43b3,meet:meeting,eng-review-core,,thread_dce3e7e3-7485-4ef2-9ce9-b014c8b52424,meet,,2025-03-24 18:09:10 UTC,2025-03-24 19:12:08 UTC,1:02:58,,PARTICIPATED,,,2025-03-24 23:39:10 IST,False,2025-03-25 00:42:08 IST,False
100000000001,41392d22-96b2-42d2-ac65-b4f74301ccf5,conf_e12e4f1121694f4db71f0fa131b35732,meet:meeting,design-critique-hub,,thread_41392d22-96b2-42d2-ac65-b4f74301ccf5,meet,,2025-03-31 16:06:57 UTC,2025-03-31 17:08:54 UTC,1:01:57,,PARTICIPATED,,,2025-03-31 21:36:57 IST,False,2025-03-31 22:38:54 IST,False
100000000001,3deee939-8cfd-4199-a26c-6114929ed19f,conf_5fd308ee6fbb4f14b768e4db106a0c36,meet:meeting,abc-defg-hij,,thread_3deee939-8cfd-4199-a26c-6114929ed19f,meet,,2025-04-10 19:05:49 UTC,2025-04-10 19:37:20 UTC,0:31:31,,PARTICIPATED,,,2025-04-11 00:35:49 IST,False,2025-04-11 01:07:20 IST,False
100000000001,3ff2afdb-a189-48d0-a9ed-dfda93ad30df,conf_f25bfda288a24060b6837ba90471b27e,meet:meeting,vws-klmn-opq,,thread_3ff2afdb-a189-48d0-a9ed-dfda93ad30df,meet,,2025-04-17 16:38:10 UTC,2025-04-17 17:11:30 UTC,0:33:20,,PARTICIPATED,,,2025-04-17 22:08:10 IST,False,2025-04-17 22:41:30 IST,False
100000000001,b1bc1918-3725-4b10-b957-a801454032a1,conf_196d2cf980d9432a99ebb26a3cb467a4,meet:meeting,abc-defg-hij,,thread_b1bc1918-3725-4b10-b957-a801454032a1,meet,,2025-04-23 14:27:56 UTC,2025-04-23 15:47:38 UTC,1:19:42,,PARTICIPATED,,,2025-04-23 19:57:56 IST,False,2025-04-23 21:17:38 IST,False
100000000001,8048394b-ad5a-4c27-b6cb-d1a621c683cb,conf_f857ee71bb2d4d618213b89d9eb51ef7,meet:meeting,kmn-prqt-wxy,,thread_8048394b-ad5a-4c27-b6cb-d1a621c683cb,meet,,2025-05-03 14:14:17 UTC,2025-05-03 15:20:49 UTC,1:06:32,,PARTICIPATED,,,2025-05-03 19:44:17 IST,False,2025-05-03 20:50:49 IST,False
100000000001,bdd2d39b-43eb-472d-bd95-8a133e1f9a2c,conf_6e9f23152c0446b29336bfdda4a2bcd0,meet:meeting,arch-forum-live,,thread_bdd2d39b-43eb-472d-bd95-8a133e1f9a2c,meet,,2025-05-11 18:32:13 UTC,2025-05-11 18:51:46 UTC,0:19:33,,PARTICIPATED,,,2025-05-12 00:02:13 IST,False,2025-05-12 00:21:46 IST,False
100000000001,edc6507c-8ceb-4706-8f35-51dea4ec9138,conf_1e183af62c244d0f9c97110817fbfd76,meet:meeting,tcj-dshy-pxs,,thread_edc6507c-8ceb-4706-8f35-51dea4ec9138,meet,,2025-05-19 17:00:53 UTC,2025-05-19 17:45:56 UTC,0:45:03,,PARTICIPATED,,,2025-05-19 22:30:53 IST,False,2025-05-19 23:15:56 IST,False
100000000001,54f6b691-f13b-42dd-8794-3e8f2e965703,conf_12a80e1adce649d2b07667bc01727fee,meet:meeting,dev-sync-team,,thread_54f6b691-f13b-42dd-8794-3e8f2e965703,meet,,2025-05-24 16:24:55 UTC,2025-05-24 17:35:55 UTC,1:11:00,,PARTICIPATED,,,2025-05-24 21:54:55 IST,False,2025-05-24 23:05:55 IST,False
100000000001,50d594e2-c206-416e-b210-2e24d9fa2827,conf_c32cb4b02c1f4d8eb2661a60317ac8fa,meet:meeting,kmn-prqt-wxy,,thread_50d594e2-c206-416e-b210-2e24d9fa2827,meet,,2025-05-31 16:07:02 UTC,2025-05-31 17:29:49 UTC,1:22:47,,PARTICIPATED,,,2025-05-31 21:37:02 IST,False,2025-05-31 22:59:49 IST,False
100000000001,03a6959e-0700-4eef-9fb5-e761c4c27cc5,conf_5b381cc7a0534281bddc6c32d49526aa,meet:meeting,tcj-dshy-pxs,,thread_03a6959e-0700-4eef-9fb5-e761c4c27cc5,meet,,2025-06-09 20:15:56 UTC,2025-06-09 21:32:36 UTC,1:16:40,,PARTICIPATED,,,2025-06-10 01:45:56 IST,False,2025-06-10 03:02:36 IST,False
100000000001,a135d2f7-59fa-423d-95d4-e3fc6298ca71,conf_b6c3d1586e8c4479a9219b47c63f9374,meet:meeting,vws-klmn-opq,,thread_a135d2f7-59fa-423d-95d4-e3fc6298ca71,meet,,2025-06-19 18:18:07 UTC,2025-06-19 18:40:38 UTC,0:22:31,,PARTICIPATED,,,2025-06-19 23:48:07 IST,False,2025-06-20 00:10:38 IST,False
