com.samsung.shealth.step_daily_trend,6320001,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
f9948999-ea81-4650-ae06-c58e37ce1622.binning_data.json,2023-01-11 23:59:00.000,2023-01-11 23:59:00.000,com.sec.android.app.shealth,0,6312,1.3952,4544.64,265.1,sampleDeviceID,com.sec.android.app.shealth,f9948999-ea81-4650-ae06-c58e37ce1622,1673395200000,
69d07cd2-3be2-4c31-8cda-738e7850599d.binning_data.json,2023-01-12 23:59:00.000,2023-01-12 23:59:00.000,com.sec.android.app.shealth,0,6721,1.4068,4839.12,282.28,sampleDeviceID,com.sec.android.app.shealth,69d07cd2-3be2-4c31-8cda-738e7850599d,1673481600000,
9b7b317a-e8bc-4dd6-ba06-ea3c96589ca5.binning_data.json,2023-01-13 23:59:00.000,2023-01-13 23:59:00.000,com.sec.android.app.shealth,0,7327,1.2843,5275.44,307.73,sampleDeviceID,com.sec.android.app.shealth,9b7b317a-e8bc-4dd6-ba06-ea3c96589ca5,1673568000000,
3a9a01fe-20c7-434e-84c6-aa4e6e3464b7.binning_data.json,2023-01-14 23:59:00.000,2023-01-14 23:59:00.000,com.sec.android.app.shealth,0,11671,1.2844,8403.12,490.18,sampleDeviceID,com.sec.android.app.shealth,3a9a01fe-20c7-434e-84c6-aa4e6e3464b7,1673654400000,
1fd07929-0f91-42c5-a72c-022e2bf58dad.binning_data.json,2023-01-15 23:59:00.000,2023-01-15 23:59:00.000,com.sec.android.app.shealth,0,10608,1.3129,7637.76,445.54,sampleDeviceID,com.sec.android.app.shealth,1fd07929-0f91-42c5-a72c-022e2bf58dad,1673740800000,
44e8de0b-ac8a-4b0c-87bd-8befe35040ec.binning_data.json,2023-01-16 23:59:00.000,2023-01-16 23:59:00.000,com.sec.android.app.shealth,0,4542,1.3656,3270.24,190.76,sampleDeviceID,com.sec.android.app.shealth,44e8de0b-ac8a-4b0c-87bd-8befe35040ec,1673827200000,
9b6bc94c-9eee-4d2c-801b-39f54c0d85f7.binning_data.json,2023-01-17 23:59:00.000,2023-01-17 23:59:00.000,com.sec.android.app.shealth,0,5862,1.3591,4220.64,246.2,sampleDeviceID,com.sec.android.app.shealth,9b6bc94c-9eee-4d2c-801b-39f54c0d85f7,1673913600000,
f2f9aa01-7891-4bb3-b866-8965e49356b7.binning_data.json,2023-01-18 23:59:00.000,2023-01-18 23:59:00.000,com.sec.android.app.shealth,0,5369,1.4885,3865.68,225.5,sampleDeviceID,com.sec.android.app.shealth,f2f9aa01-7891-4bb3-b866-8965e49356b7,1674000000000,
46c0818d-fa75-4629-a330-28e388cf7abc.binning_data.json,2023-01-19 23:59:00.000,2023-01-19 23:59:00.000,com.sec.android.app.shealth,0,4527,1.4079,3259.44,190.13,sampleDeviceID,com.sec.android.app.shealth,46c0818d-fa75-4629-a330-28e388cf7abc,1674086400000,
cf223f30-2cfc-4efa-927c-3b831249e98b.binning_data.json,2023-01-20 23:59:00.000,2023-01-20 23:59:00.000,com.sec.android.app.shealth,0,6154,1.3808,4430.88,258.47,sampleDeviceID,com.sec.android.app.shealth,cf223f30-2cfc-4efa-927c-3b831249e98b,1674172800000,
4f3f2b52-4045-4d9e-a668-33bfa0ccbc85.binning_data.json,2023-01-21 23:59:00.000,2023-01-21 23:59:00.000,com.sec.android.app.shealth,0,11981,1.2549,8626.32,503.2,sampleDeviceID,com.sec.android.app.shealth,4f3f2b52-4045-4d9e-a668-33bfa0ccbc85,1674259200000,
75989741-5fb2-430b-8252-149bc1d59162.binning_data.json,2023-01-22 23:59:00.000,2023-01-22 23:59:00.000,com.sec.android.app.shealth,0,5738,1.4836,4131.36,241,sampleDeviceID,com.sec.android.app.shealth,75989741-5fb2-430b-8252-149bc1d59162,1674345600000,
4d44b0e1-0442-4b52-9c21-2cc7d1fae99c.binning_data.json,2023-01-23 23:59:00.000,2023-01-23 23:59:00.000,com.sec.android.app.shealth,0,8894,1.4072,6403.68,373.55,sampleDeviceID,com.sec.android.app.shealth,4d44b0e1-0442-4b52-9c21-2cc7d1fae99c,1674432000000,
787d483d-ec81-4bd1-ac26-289effb48d18.binning_data.json,2023-01-24 23:59:00.000,2023-01-24 23:59:00.000,com.sec.android.app.shealth,0,7427,1.299,5347.44,311.93,sampleDeviceID,com.sec.android.app.shealth,787d483d-ec81-4bd1-ac26-289effb48d18,1674518400000,
34480050-3acb-416c-8bcb-65f554cdb6c7.binning_data.json,2023-01-25 23:59:00.000,2023-01-25 23:59:00.000,com.sec.android.app.shealth,0,6347,1.2784,4569.84,266.57,sampleDeviceID,com.sec.android.app.shealth,34480050-3acb-416c-8bcb-65f554cdb6c7,1674604800000,
446a024f-c3f8-445c-ad86-9503f73cd5ed.binning_data.json,2023-01-26 23:59:00.000,2023-01-26 23:59:00.000,com.sec.android.app.shealth,0,10596,1.2769,7629.12,445.03,sampleDeviceID,com.sec.android.app.shealth,446a024f-c3f8-445c-ad86-9503f73cd5ed,1674691200000,
93347732-2aa4-4528-91d7-40772ae5b366.binning_data.json,2023-01-27 23:59:00.000,2023-01-27 23:59:00.000,com.sec.android.app.shealth,0,5174,1.3592,3725.28,217.31,sampleDeviceID,com.sec.android.app.shealth,93347732-2aa4-4528-91d7-40772ae5b366,1674777600000,
15b8e994-d291-4d87-a07a-33b50c264bfa.binning_data.json,2023-01-28 23:59:00.000,2023-01-28 23:59:00.000,com.sec.android.app.shealth,0,9956,1.449,7168.32,418.15,sampleDeviceID,com.sec.android.app.shealth,15b8e994-d291-4d87-a07a-33b50c264bfa,1674864000000,
a8aa4294-60d8-4e0a-9a69-71da8e5217df.binning_data.json,2023-01-29 23:59:00.000,2023-01-29 23:59:00.000,com.sec.android.app.shealth,0,5865,1.4213,4222.8,246.33,sampleDeviceID,com.sec.android.app.shealth,a8aa4294-60d8-4e0a-9a69-71da8e5217df,1674950400000,
8ea59af9-eaa9-42a7-97d4-db7b0fb13914.binning_data.json,2023-01-30 23:59:00.000,2023-01-30 23:59:00.000,com.sec.android.app.shealth,0,6143,1.4266,4422.96,258.01,sampleDeviceID,com.sec.android.app.shealth,8ea59af9-eaa9-42a7-97d4-db7b0fb13914,1675036800000,
77d812bf-5acb-4d47-bbde-7012c1635148.binning_data.json,2023-01-31 23:59:00.000,2023-01-31 23:59:00.000,com.sec.android.app.shealth,0,9153,1.2913,6590.16,384.43,sampleDeviceID,com.sec.android.app.shealth,77d812bf-5acb-4d47-bbde-7012c1635148,1675123200000,
09cbfde1-e0aa-4195-ab8d-6e9706d789d0.binning_data.json,2023-02-01 23:59:00.000,2023-02-01 23:59:00.000,com.sec.android.app.shealth,0,6546,1.3715,4713.12,274.93,sampleDeviceID,com.sec.android.app.shealth,09cbfde1-e0aa-4195-ab8d-6e9706d789d0,1675209600000,
0c61e4a8-5e32-4946-85df-dad738bad320.binning_data.json,2023-02-02 23:59:00.000,2023-02-02 23:59:00.000,com.sec.android.app.shealth,0,8888,1.2997,6399.36,373.3,sampleDeviceID,com.sec.android.app.shealth,0c61e4a8-5e32-4946-85df-dad738bad320,1675296000000,
f6491855-cd44-4895-9554-8f48639197eb.binning_data.json,2023-02-03 23:59:00.000,2023-02-03 23:59:00.000,com.sec.android.app.shealth,0,9623,1.46,6928.56,404.17,sampleDeviceID,com.sec.android.app.shealth,f6491855-cd44-4895-9554-8f48639197eb,1675382400000,
8a27e125-9d50-4861-a040-61da5e4ae7f2.binning_data.json,2023-02-04 23:59:00.000,2023-02-04 23:59:00.000,com.sec.android.app.shealth,0,4992,1.3716,3594.24,209.66,sampleDeviceID,com.sec.android.app.shealth,8a27e125-9d50-4861-a040-61da5e4ae7f2,1675468800000,
db1308c9-5fca-4b1a-b35f-efac0996953a.binning_data.json,2023-02-05 23:59:00.000,2023-02-05 23:59:00.000,com.sec.android.app.shealth,0,4151,1.3805,2988.72,174.34,sampleDeviceID,com.sec.android.app.shealth,db1308c9-5fca-4b1a-b35f-efac0996953a,1675555200000,
f35a597d-acf5-4ab4-ac23-1814c741c0b0.binning_data.json,2023-02-06 23:59:00.000,2023-02-06 23:59:00.000,com.sec.android.app.shealth,0,5984,1.3025,4308.48,251.33,sampleDeviceID,com.sec.android.app.shealth,f35a597d-acf5-4ab4-ac23-1814c741c0b0,1675641600000,
14f9d7e3-7a4e-4e09-9ea6-9b9ea750dd56.binning_data.json,2023-02-07 23:59:00.000,2023-02-07 23:59:00.000,com.sec.android.app.shealth,0,5900,1.2684,4248,247.8,sampleDeviceID,com.sec.android.app.shealth,14f9d7e3-7a4e-4e09-9ea6-9b9ea750dd56,1675728000000,
1e908b2c-ce21-4884-811e-5c414f68c7d9.binning_data.json,2023-02-08 23:59:00.000,2023-02-08 23:59:00.000,com.sec.android.app.shealth,0,7289,1.3529,5248.08,306.14,sampleDeviceID,com.sec.android.app.shealth,1e908b2c-ce21-4884-811e-5c414f68c7d9,1675814400000,
64ec5636-f5b1-4ead-b030-6814f8e50102.binning_data.json,2023-02-09 23:59:00.000,2023-02-09 23:59:00.000,com.sec.android.app.shealth,0,6151,1.3963,4428.72,258.34,sampleDeviceID,com.sec.android.app.shealth,64ec5636-f5b1-4ead-b030-6814f8e50102,1675900800000,
e3baa605-0317-4311-ac3b-6c819d99f179.binning_data.json,2023-02-10 23:59:00.000,2023-02-10 23:59:00.000,com.sec.android.app.shealth,0,9528,1.486,6860.16,400.18,sampleDeviceID,com.sec.android.app.shealth,e3baa605-0317-4311-ac3b-6c819d99f179,1675987200000,
6924f929-9730-48c3-929c-c117931ea8ae.binning_data.json,2023-02-11 23:59:00.000,2023-02-11 23:59:00.000,com.sec.android.app.shealth,0,4352,1.4774,3133.44,182.78,sampleDeviceID,com.sec.android.app.shealth,6924f929-9730-48c3-929c-c117931ea8ae,1676073600000,
ab5df020-5925-491b-bcc9-ddf51e1c1804.binning_data.json,2023-02-12 23:59:00.000,2023-02-12 23:59:00.000,com.sec.android.app.shealth,0,12803,1.4855,9218.16,537.73,sampleDeviceID,com.sec.android.app.shealth,ab5df020-5925-491b-bcc9-ddf51e1c1804,1676160000000,
995d6a7c-12c9-44fb-9b62-1e0144e7f083.binning_data.json,2023-02-13 23:59:00.000,2023-02-13 23:59:00.000,com.sec.android.app.shealth,0,5784,1.3875,4164.48,242.93,sampleDeviceID,com.sec.android.app.shealth,995d6a7c-12c9-44fb-9b62-1e0144e7f083,1676246400000,
df21837b-a5ef-4d5a-a13b-18f47333f0c6.binning_data.json,2023-02-14 23:59:00.000,2023-02-14 23:59:00.000,com.sec.android.app.shealth,0,8208,1.2505,5909.76,344.74,sampleDeviceID,com.sec.android.app.shealth,df21837b-a5ef-4d5a-a13b-18f47333f0c6,1676332800000,
f5aca300-c125-4076-8500-00e23b402ae5.binning_data.json,2023-02-15 23:59:00.000,2023-02-15 23:59:00.000,com.sec.android.app.shealth,0,5647,1.3445,4065.84,237.17,sampleDeviceID,com.sec.android.app.shealth,f5aca300-c125-4076-8500-00e23b402ae5,1676419200000,
d678d3a1-4f0d-4707-bd4e-2980115f78dd.binning_data.json,2023-02-16 23:59:00.000,2023-02-16 23:59:00.000,com.sec.android.app.shealth,0,9064,1.3254,6526.08,380.69,sampleDeviceID,com.sec.android.app.shealth,d678d3a1-4f0d-4707-bd4e-2980115f78dd,1676505600000,
2463f4cb-a29b-4224-91bf-c26d710c9a9b.binning_data.json,2023-02-17 23:59:00.000,2023-02-17 23:59:00.000,com.sec.android.app.shealth,0,9947,1.3584,7161.84,417.77,sampleDeviceID,com.sec.android.app.shealth,2463f4cb-a29b-4224-91bf-c26d710c9a9b,1676592000000,
8607209c-09b9-4c88-ab92-10ae46e95804.binning_data.json,2023-02-18 23:59:00.000,2023-02-18 23:59:00.000,com.sec.android.app.shealth,0,8688,1.3286,6255.36,364.9,sampleDeviceID,com.sec.android.app.shealth,8607209c-09b9-4c88-ab92-10ae46e95804,1676678400000,
057934ca-2a2c-47f8-af4b-4b7352ae998e.binning_data.json,2023-02-19 23:59:00.000,2023-02-19 23:59:00.000,com.sec.android.app.shealth,0,12991,1.296,9353.52,545.62,sampleDeviceID,com.sec.android.app.shealth,057934ca-2a2c-47f8-af4b-4b7352ae998e,1676764800000,
07c2761b-d2bc-4bd9-9de4-93a7b7e31fd9.binning_data.json,2023-02-20 23:59:00.000,2023-02-20 23:59:00.000,com.sec.android.app.shealth,0,7323,1.3961,5272.56,307.57,sampleDeviceID,com.sec.android.app.shealth,07c2761b-d2bc-4bd9-9de4-93a7b7e31fd9,1676851200000,
3f9b6948-8fdb-4de6-b19f-ffe730b9fc3c.binning_data.json,2023-02-21 23:59:00.000,2023-02-21 23:59:00.000,com.sec.android.app.shealth,0,4617,1.447,3324.24,193.91,sampleDeviceID,com.sec.android.app.shealth,3f9b6948-8fdb-4de6-b19f-ffe730b9fc3c,1676937600000,
ed0bd51a-282e-4ca8-bdb4-c8e39b282cfa.binning_data.json,2023-02-22 23:59:00.000,2023-02-22 23:59:00.000,com.sec.android.app.shealth,0,10019,1.3179,7213.68,420.8,sampleDeviceID,com.sec.android.app.shealth,ed0bd51a-282e-4ca8-bdb4-c8e39b282cfa,1677024000000,
895ddca2-9054-4af6-904e-95a7019975f8.binning_data.json,2023-02-23 23:59:00.000,2023-02-23 23:59:00.000,com.sec.android.app.shealth,0,10204,1.4986,7346.88,428.57,sampleDeviceID,com.sec.android.app.shealth,895ddca2-9054-4af6-904e-95a7019975f8,1677110400000,
f2d30099-b3a1-480b-b644-d42921f0e0eb.binning_data.json,2023-02-24 23:59:00.000,2023-02-24 23:59:00.000,com.sec.android.app.shealth,0,8334,1.2695,6000.48,350.03,sampleDeviceID,com.sec.android.app.shealth,f2d30099-b3a1-480b-b644-d42921f0e0eb,1677196800000,
3ffbc753-890d-4aad-950f-fa23258a00e2.binning_data.json,2023-02-25 23:59:00.000,2023-02-25 23:59:00.000,com.sec.android.app.shealth,0,8495,1.2795,6116.4,356.79,sampleDeviceID,com.sec.android.app.shealth,3ffbc753-890d-4aad-950f-fa23258a00e2,1677283200000,
daade995-c3bf-497d-ae74-ade292574a12.binning_data.json,2023-02-26 23:59:00.000,2023-02-26 23:59:00.000,com.sec.android.app.shealth,0,5312,1.4373,3824.64,223.1,sampleDeviceID,com.sec.android.app.shealth,daade995-c3bf-497d-ae74-ade292574a12,1677369600000,
95e56d6c-37fa-4dd1-a731-000aac0d81e3.binning_data.json,2023-02-27 23:59:00.000,2023-02-27 23:59:00.000,com.sec.android.app.shealth,0,7834,1.3415,5640.48,329.03,sampleDeviceID,com.sec.android.app.shealth,95e56d6c-37fa-4dd1-a731-000aac0d81e3,1677456000000,
7184bd63-56aa-4db9-a292-25cd47377826.binning_data.json,2023-02-28 23:59:00.000,2023-02-28 23:59:00.000,com.sec.android.app.shealth,0,6109,1.4527,4398.48,256.58,sampleDeviceID,com.sec.android.app.shealth,7184bd63-56aa-4db9-a292-25cd47377826,1677542400000,
2152bd6e-02e3-4ce0-8857-bee2c232deb5.binning_data.json,2023-03-01 23:59:00.000,2023-03-01 23:59:00.000,com.sec.android.app.shealth,0,6866,1.4452,4943.52,288.37,sampleDeviceID,com.sec.android.app.shealth,2152bd6e-02e3-4ce0-8857-bee2c232deb5,1677628800000,
3e422c6a-1cf3-4df2-996d-eda29c3d4d97.binning_data.json,2023-03-02 23:59:00.000,2023-03-02 23:59:00.000,com.sec.android.app.shealth,0,8403,1.3301,6050.16,352.93,sampleDeviceID,com.sec.android.app.shealth,3e422c6a-1cf3-4df2-996d-eda29c3d4d97,1677715200000,
5a3945b2-5f7c-446d-a3a7-4e058607e560.binning_data.json,2023-03-03 23:59:00.000,2023-03-03 23:59:00.000,com.sec.android.app.shealth,0,10926,1.3167,7866.72,458.89,sampleDeviceID,com.sec.android.app.shealth,5a3945b2-5f7c-446d-a3a7-4e058607e560,1677801600000,
73e79243-a49c-41c3-b129-b889424abe31.binning_data.json,2023-03-04 23:59:00.000,2023-03-04 23:59:00.000,com.sec.android.app.shealth,0,13889,1.2691,10000.08,583.34,sampleDeviceID,com.sec.android.app.shealth,73e79243-a49c-41c3-b129-b889424abe31,1677888000000,
a2d428dd-a911-4137-a44b-5364abc666cf.binning_data.json,2023-03-05 23:59:00.000,2023-03-05 23:59:00.000,com.sec.android.app.shealth,0,10860,1.2927,7819.2,456.12,sampleDeviceID,com.sec.android.app.shealth,a2d428dd-a911-4137-a44b-5364abc666cf,1677974400000,
79179d34-5850-4e83-a922-58fa86866d66.binning_data.json,2023-03-06 23:59:00.000,2023-03-06 23:59:00.000,com.sec.android.app.shealth,0,5261,1.3916,3787.92,220.96,sampleDeviceID,com.sec.android.app.shealth,79179d34-5850-4e83-a922-58fa86866d66,1678060800000,
e84aaf67-262d-4227-8663-150ec37e28c2.binning_data.json,2023-03-07 23:59:00.000,2023-03-07 23:59:00.000,com.sec.android.app.shealth,0,10112,1.2737,7280.64,424.7,sampleDeviceID,com.sec.android.app.shealth,e84aaf67-262d-4227-8663-150ec37e28c2,1678147200000,
ffc50cd5-8297-477e-a7a0-5d2245d855d3.binning_data.json,2023-03-08 23:59:00.000,2023-03-08 23:59:00.000,com.sec.android.app.shealth,0,8688,1.2738,6255.36,364.9,sampleDeviceID,com.sec.android.app.shealth,ffc50cd5-8297-477e-a7a0-5d2245d855d3,1678233600000,
6472c00f-8d5b-4547-9543-74157f4008a2.binning_data.json,2023-03-09 23:59:00.000,2023-03-09 23:59:00.000,com.sec.android.app.shealth,0,6637,1.42,4778.64,278.75,sampleDeviceID,com.sec.android.app.shealth,6472c00f-8d5b-4547-9543-74157f4008a2,1678320000000,
f51a14ef-c84b-4626-b26a-d2a0958d80d6.binning_data.json,2023-03-10 23:59:00.000,2023-03-10 23:59:00.000,com.sec.android.app.shealth,0,9417,1.4857,6780.24,395.51,sampleDeviceID,com.sec.android.app.shealth,f51a14ef-c84b-4626-b26a-d2a0958d80d6,1678406400000,
685cd289-5f64-4270-bcba-351ec4efdd02.binning_data.json,2023-03-11 23:59:00.000,2023-03-11 23:59:00.000,com.sec.android.app.shealth,0,4701,1.3802,3384.72,197.44,sampleDeviceID,com.sec.android.app.shealth,685cd289-5f64-4270-bcba-351ec4efdd02,1678492800000,
98eec861-d85e-4a12-bf02-87892681836a.binning_data.json,2023-03-12 23:59:00.000,2023-03-12 23:59:00.000,com.sec.android.app.shealth,0,10660,1.4424,7675.2,447.72,sampleDeviceID,com.sec.android.app.shealth,98eec861-d85e-4a12-bf02-87892681836a,1678579200000,
8faafc5f-c5b0-4307-bb9f-7d9f6f3a8c6c.binning_data.json,2023-03-13 23:59:00.000,2023-03-13 23:59:00.000,com.sec.android.app.shealth,0,7694,1.4676,5539.68,323.15,sampleDeviceID,com.sec.android.app.shealth,8faafc5f-c5b0-4307-bb9f-7d9f6f3a8c6c,1678665600000,
a7cc0a0a-1867-4bbb-9e8c-3b7555f5824b.binning_data.json,2023-03-14 23:59:00.000,2023-03-14 23:59:00.000,com.sec.android.app.shealth,0,7126,1.3343,5130.72,299.29,sampleDeviceID,com.sec.android.app.shealth,a7cc0a0a-1867-4bbb-9e8c-3b7555f5824b,1678752000000,
ca66869d-0d56-4453-b2a2-3d5793f0e8f4.binning_data.json,2023-03-15 23:59:00.000,2023-03-15 23:59:00.000,com.sec.android.app.shealth,0,5321,1.4238,3831.12,223.48,sampleDeviceID,com.sec.android.app.shealth,ca66869d-0d56-4453-b2a2-3d5793f0e8f4,1678838400000,
03d22be4-9eaa-4537-8654-a0d2f04cd4d5.binning_data.json,2023-03-16 23:59:00.000,2023-03-16 23:59:00.000,com.sec.android.app.shealth,0,8757,1.3213,6305.04,367.79,sampleDeviceID,com.sec.android.app.shealth,03d22be4-9eaa-4537-8654-a0d2f04cd4d5,1678924800000,
f74a8c00-1fa4-45d3-a68d-708f9573c42d.binning_data.json,2023-03-17 23:59:00.000,2023-03-17 23:59:00.000,com.sec.android.app.shealth,0,5984,1.2768,4308.48,251.33,sampleDeviceID,com.sec.android.app.shealth,f74a8c00-1fa4-45d3-a68d-708f9573c42d,1679011200000,
36120a5b-8046-4ba9-92e1-fabc8c7e11c4.binning_data.json,2023-03-18 23:59:00.000,2023-03-18 23:59:00.000,com.sec.android.app.shealth,0,11633,1.2581,8375.76,488.59,sampleDeviceID,com.sec.android.app.shealth,36120a5b-8046-4ba9-92e1-fabc8c7e11c4,1679097600000,
2eee5eeb-c11c-4a14-915a-eb1683c886f9.binning_data.json,2023-03-19 23:59:00.000,2023-03-19 23:59:00.000,com.sec.android.app.shealth,0,3871,1.2873,2787.12,162.58,sampleDeviceID,com.sec.android.app.shealth,2eee5eeb-c11c-4a14-915a-eb1683c886f9,1679184000000,
b8b3d54b-4a69-46cc-bdc1-16a5f2241229.binning_data.json,2023-03-20 23:59:00.000,2023-03-20 23:59:00.000,com.sec.android.app.shealth,0,6571,1.3468,4731.12,275.98,sampleDeviceID,com.sec.android.app.shealth,b8b3d54b-4a69-46cc-bdc1-16a5f2241229,1679270400000,
341c1240-97d4-4782-b313-49ef6cc121b9.binning_data.json,2023-03-21 23:59:00.000,2023-03-21 23:59:00.000,com.sec.android.app.shealth,0,9553,1.4746,6878.16,401.23,sampleDeviceID,com.sec.android.app.shealth,341c1240-97d4-4782-b313-49ef6cc121b9,1679356800000,
06e3f5c3-0a81-4ee7-b9d8-4f77bbe76c19.binning_data.json,2023-03-22 23:59:00.000,2023-03-22 23:59:00.000,com.sec.android.app.shealth,0,7087,1.4641,5102.64,297.65,sampleDeviceID,com.sec.android.app.shealth,06e3f5c3-0a81-4ee7-b9d8-4f77bbe76c19,1679443200000,
6158bd20-d6ba-45fb-bb5a-9f145543a67d.binning_data.json,2023-03-23 23:59:00.000,2023-03-23 23:59:00.000,com.sec.android.app.shealth,0,4713,1.3164,3393.36,197.95,sampleDeviceID,com.sec.android.app.shealth,6158bd20-d6ba-45fb-bb5a-9f145543a67d,1679529600000,
e703dd26-55ee-4a72-bcf8-ad833c2aa4ae.binning_data.json,2023-03-24 23:59:00.000,2023-03-24 23:59:00.000,com.sec.android.app.shealth,0,9775,1.4829,7038,410.55,sampleDeviceID,com.sec.android.app.shealth,e703dd26-55ee-4a72-bcf8-ad833c2aa4ae,1679616000000,
03f7d14d-5feb-448c-8ac3-02496caa78a7.binning_data.json,2023-03-25 23:59:00.000,2023-03-25 23:59:00.000,com.sec.android.app.shealth,0,10497,1.4099,7557.84,440.87,sampleDeviceID,com.sec.android.app.shealth,03f7d14d-5feb-448c-8ac3-02496caa78a7,1679702400000,
5a544915-afbf-4e9e-ba68-277200189c97.binning_data.json,2023-03-26 23:59:00.000,2023-03-26 23:59:00.000,com.sec.android.app.shealth,0,4737,1.4715,3410.64,198.95,sampleDeviceID,com.sec.android.app.shealth,5a544915-afbf-4e9e-ba68-277200189c97,1679788800000,
def9814e-1707-4f85-9cbb-07f987b1b1b5.binning_data.json,2023-03-27 23:59:00.000,2023-03-27 23:59:00.000,com.sec.android.app.shealth,0,5032,1.4462,3623.04,211.34,sampleDeviceID,com.sec.android.app.shealth,def9814e-1707-4f85-9cbb-07f987b1b1b5,1679875200000,
0ccf753d-3490-4c78-9b78-07cfeb234dee.binning_data.json,2023-03-28 23:59:00.000,2023-03-28 23:59:00.000,com.sec.android.app.shealth,0,6154,1.3763,4430.88,258.47,sampleDeviceID,com.sec.android.app.shealth,0ccf753d-3490-4c78-9b78-07cfeb234dee,1679961600000,
33e3c171-9995-473e-8aa5-8dfd20372d39.binning_data.json,2023-03-29 23:59:00.000,2023-03-29 23:59:00.000,com.sec.android.app.shealth,0,6082,1.397,4379.04,255.44,sampleDeviceID,com.sec.android.app.shealth,33e3c171-9995-473e-8aa5-8dfd20372d39,1680048000000,
2cf2038a-9d99-4799-b3f4-62e9726d46f7.binning_data.json,2023-03-30 23:59:00.000,2023-03-30 23:59:00.000,com.sec.android.app.shealth,0,7132,1.303,5135.04,299.54,sampleDeviceID,com.sec.android.app.shealth,2cf2038a-9d99-4799-b3f4-62e9726d46f7,1680134400000,
582f8e73-b5ce-4459-be44-23317e6cd159.binning_data.json,2023-03-31 23:59:00.000,2023-03-31 23:59:00.000,com.sec.android.app.shealth,0,9425,1.4929,6786,395.85,sampleDeviceID,com.sec.android.app.shealth,582f8e73-b5ce-4459-be44-23317e6cd159,1680220800000,
